_id,report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,hit_run,lane_number,number_of_lanes,nontraffic,at_fault,collision_type,weather,light,traffic_control,driver_substance_abuse,route_type,mile_point,lane_direction,direction,distance,distance_unit,road_grade,road_name,cross_street_type,municipality,surface_condition,junction,intersection_type,road_alignment,road_condition
662d5de3ef9195c349999c0d,MCP3170003V,240000438,Montgomery County Police,Property Damage Crash,2024-01-03T14:55:00.000,No,0,0,Yes,DRIVER,OPPOSITE DIRECTION SIDESWIPE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
662d5de3ef9195c349999c0e,MCP15540064,230074436,Montgomery County Police,Property Damage Crash,2023-12-31T22:15:00.000,No,2,2,No,DRIVER,SINGLE VEHICLE,CLEAR,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,County,2.08,South,West,75.0,FEET,GRADE DOWNHILL,NEEDWOOD RD,County,Missing,DRY,Missing,Missing,CURVE RIGHT,NO DEFECTS
662d5de3ef9195c349999c0f,MCP3300002L,230074431,Montgomery County Police,Property Damage Crash,2023-12-31T22:00:00.000,No,1,2,No,DRIVER,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),2.23,South,North,0.0,FEET,LEVEL,LAYHILL RD,County,Missing,Missing,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c10,EJ78710072,230074429,Gaithersburg Police Depar,Property Damage Crash,2023-12-31T21:19:00.000,No,3,3,No,DRIVER,SAME DIR REAR END,RAINING,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,Maryland (State),3.59,West,North,100.0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,Maryland (State),Missing,WET,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c11,MCP2302000G,230074415,Montgomery County Police,Property Damage Crash,2023-12-31T17:26:00.000,No,1,2,No,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,County,1.35,East,North,0.0,FEET,LEVEL,WATKINS MILL RD,County,Missing,DRY,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c12,DD5649003K,230074413,Rockville Police Departme,Injury Crash,2023-12-31T17:25:00.000,No,2,2,No,DRIVER,OTHER,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,Municipality,0.23,East,South,0.0,FEET,LEVEL,MONROE ST,Maryland (State),Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c13,MCP2583003W,230074410,Montgomery County Police,Property Damage Crash,2023-12-31T16:28:00.000,No,1,1,No,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,Maryland (State),0.0,West,West,2.7,MILE,LEVEL,BUCKLODGE RD,Maryland (State),Missing,DRY,Missing,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c14,DD5666000D,230074399,Rockville Police Departme,Injury Crash,2023-12-31T15:22:00.000,No,0,0,Yes,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
662d5de3ef9195c349999c15,MCP27260089,240000218,Montgomery County Police,Property Damage Crash,2023-12-31T15:18:00.000,Yes,0,0,Yes,DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
662d5de3ef9195c349999c16,MCP3254003N,240000590,Montgomery County Police,Injury Crash,2023-12-31T13:00:00.000,Yes,0,0,Yes,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
662d5de3ef9195c349999c17,EJ78330080,230074377,Gaithersburg Police Depar,Injury Crash,2023-12-31T12:10:00.000,No,1,2,No,UNKNOWN,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,Municipality,0.49,North,South,0.2,MILE,LEVEL,PERRY PKWY,Unknown,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c18,MCP3118004C,230074374,Montgomery County Police,Property Damage Crash,2023-12-31T11:34:00.000,No,0,1,No,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),2.23,North,North,0.0,FEET,LEVEL,LAYHILL RD,County,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c19,MCP3375000P,230074367,Montgomery County Police,Injury Crash,2023-12-31T11:16:00.000,No,1,2,No,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,Missing,NONE DETECTED,Maryland (State),5.507,South,South,0.0,FEET,HILL UPHILL,NORWOOD RD,County,Missing,DRY,Missing,Missing,CURVE LEFT,NO DEFECTS
662d5de3ef9195c349999c1a,MCP2228001J,230074366,Montgomery County Police,Injury Crash,2023-12-31T11:00:00.000,No,0,1,No,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,YIELD SIGN,NONE DETECTED,Maryland (State),4.18,South,North,0.0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,Unknown,Missing,DRY,INTERSECTION,FIVE-POINT OR MORE,CURVE RIGHT,NO DEFECTS
662d5de3ef9195c349999c1b,MCP209400N9,230074362,Montgomery County Police,Property Damage Crash,2023-12-31T10:31:00.000,No,1,3,No,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),3.68,North,North,2.0,FEET,LEVEL,ROCKVILLE PIKE,County,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c1c,MCP3089004C,230074361,Montgomery County Police,Property Damage Crash,2023-12-31T10:12:00.000,No,0,2,No,UNKNOWN,OTHER,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),2.3,South,South,0.0,FEET,LEVEL,GEORGIA AVE,County,Missing,DRY,Missing,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c1d,DD559500FK,230074355,Rockville Police Departme,Property Damage Crash,2023-12-31T09:55:00.000,No,0,1,No,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,Municipality,2.07,South,South,0.0,FEET,GRADE DOWNHILL,TWINBROOK PKWY,Municipality,ROCKVILLE,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c1e,MCP2456008B,230074353,Montgomery County Police,Injury Crash,2023-12-31T09:30:00.000,No,3,3,No,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,UNKNOWN,US (State),3.02,North,North,500.0,FEET,LEVEL,COLESVILLE RD,County,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,CURVE LEFT,NO DEFECTS
662d5de3ef9195c349999c1f,MCP1519004N,230074349,Montgomery County Police,Property Damage Crash,2023-12-31T07:17:00.000,No,1,1,No,DRIVER,SINGLE VEHICLE,CLEAR,DAWN,NO CONTROLS,NONE DETECTED,Maryland (State),8.84,East,East,0.25,MILE,HILL UPHILL,CLOPPER RD,Other Public Roadway,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c20,MCP2203007Z,230074348,Montgomery County Police,Property Damage Crash,2023-12-31T06:50:00.000,Yes,1,1,No,DRIVER,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DARK -- UNKNOWN LIGHTING,NO CONTROLS,UNKNOWN,County,0.53,West,East,0.04,MILE,GRADE DOWNHILL,HERMITAGE AVE,County,Missing,DRY,Missing,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c21,DD56720005,230074345,Rockville Police Departme,Property Damage Crash,2023-12-31T03:22:00.000,Yes,2,4,No,DRIVER,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",Maryland (State),22.72,West,East,0.0,FEET,LEVEL,VEIRS MILL RD,Maryland (State),Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,CURVE LEFT,NO DEFECTS
662d5de3ef9195c349999c22,MCP31050059,230074336,Montgomery County Police,Injury Crash,2023-12-31T00:19:00.000,Yes,0,2,No,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",County,1.42,South,South,0.0,FEET,LEVEL,FATHER HURLEY BLVD,County,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c23,MCP3017002L,230074329,Montgomery County Police,Property Damage Crash,2023-12-30T22:05:00.000,No,1,1,No,DRIVER,HEAD ON,CLEAR,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,County,0.07,South,South,40.0,FEET,LEVEL,SWAN STREAM DR,County,Missing,Missing,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c24,MCP291400FG,230074331,Montgomery County Police,Property Damage Crash,2023-12-30T21:58:00.000,No,0,0,Yes,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,NO CONTROLS,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
662d5de3ef9195c349999c25,MCP2756005J,230074318,Montgomery County Police,Property Damage Crash,2023-12-30T19:40:00.000,Yes,1,1,No,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,County,0.52,North,South,50.0,FEET,LEVEL,BUCKNELL DR,Unknown,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c26,MCP13100009,230074314,Montgomery County Police,Property Damage Crash,2023-12-30T19:10:00.000,No,0,0,No,DRIVER,Missing,CLEAR,DARK LIGHTS ON,Missing,NONE DETECTED,County,0.3,North,West,0.2,MILE,LEVEL,BETHESDA AVE,County,Missing,DRY,OTHER,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c27,MCP28750084,230074312,Montgomery County Police,Property Damage Crash,2023-12-30T19:05:00.000,No,1,2,No,DRIVER,SINGLE VEHICLE,CLOUDY,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,County,2.36,South,North,0.15,MILE,LEVEL,ZION RD,County,Missing,DRY,Missing,Missing,CURVE LEFT,NO DEFECTS
662d5de3ef9195c349999c28,EJ78710070,230074307,Gaithersburg Police Depar,Property Damage Crash,2023-12-30T18:21:00.000,No,2,2,No,DRIVER,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),1.59,East,North,0.0,FEET,LEVEL,QUINCE ORCHARD RD,Municipality,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,Missing
662d5de3ef9195c349999c29,MCP32630046,230074313,Montgomery County Police,Injury Crash,2023-12-30T17:15:00.000,No,0,1,No,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,County,0.09,West,West,0.0,FEET,LEVEL,MOORLAND LA,County,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,Missing
662d5de3ef9195c349999c2a,MCP29660072,230074296,Montgomery County Police,Injury Crash,2023-12-30T16:28:00.000,No,2,3,No,DRIVER,STRAIGHT MOVEMENT ANGLE,Missing,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,County,0.0,South,North,0.0,FEET,LEVEL,GERMANTOWN RD,Maryland (State),Missing,Missing,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c2b,MCP24560089,230074284,Montgomery County Police,Property Damage Crash,2023-12-30T14:45:00.000,Yes,3,3,No,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",Maryland (State),2.68,North,South,200.0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c2c,DD5610008N,230074283,Rockville Police Departme,Property Damage Crash,2023-12-30T14:14:00.000,Yes,1,1,No,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,NO CONTROLS,Missing,Municipality,0.8,North,North,200.0,MILE,LEVEL,E JEFFERSON ST,Municipality,ROCKVILLE,DRY,OTHER,OTHER,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c2d,MCP2592003J,230074268,Montgomery County Police,Injury Crash,2023-12-30T11:43:00.000,No,1,1,No,DRIVER,HEAD ON LEFT TURN,CLEAR,DAYLIGHT,Missing,NONE DETECTED,Missing,0.0,North,North,0.0,FEET,LEVEL,STEWARTOWN RD,Missing,Missing,DRY,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c2e,MCP285900FP,230074269,Montgomery County Police,Property Damage Crash,2023-12-30T11:40:00.000,No,2,2,No,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,NO CONTROLS,NONE DETECTED,County,3.23,South,South,20.0,FEET,LEVEL,SHADY GROVE RD,Municipality,ROCKVILLE,DRY,Missing,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c2f,MCP3129008C,230074266,Montgomery County Police,Property Damage Crash,2023-12-30T11:21:00.000,No,0,3,No,DRIVER,STRAIGHT MOVEMENT ANGLE,CLOUDY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),6.75,South,North,0.0,FEET,HILL CREST,CONNECTICUT AVE,County,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c30,MCP3268003N,230074264,Montgomery County Police,Injury Crash,2023-12-30T11:19:00.000,No,1,2,No,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,RAILWAY CROSSING DEVICE,NONE DETECTED,County,1.9,North,North,0.0,FEET,LEVEL,GREENCASTLE RD,Unknown,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c31,MCP2203007Y,230074254,Montgomery County Police,Injury Crash,2023-12-30T09:45:00.000,No,0,2,No,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,County,1.11,North,South,35.0,FEET,LEVEL,GRANDVIEW AVE,County,Missing,DRY,OTHER DRIVEWAY,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c32,MCP2968005C,230074251,Montgomery County Police,Property Damage Crash,2023-12-30T09:21:00.000,No,0,0,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
662d5de3ef9195c349999c33,MCP2592003H,230074252,Montgomery County Police,Property Damage Crash,2023-12-30T06:50:00.000,Yes,1,1,No,DRIVER,SAME DIR REAR END,UNKNOWN,DAWN,Missing,UNKNOWN,County,0.89,East,West,500.0,FEET,LEVEL,CENTERWAY RD,County,Missing,DRY,Missing,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c34,MCP2536004X,230074244,Montgomery County Police,Injury Crash,2023-12-30T04:55:00.000,No,3,3,No,DRIVER,OTHER,CLEAR,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,Maryland (State),4.64,North,North,50.0,FEET,LEVEL,GEORGIA AVE,County,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c35,MCP28000064,230074243,Montgomery County Police,Property Damage Crash,2023-12-30T03:47:00.000,No,1,3,No,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,Maryland (State),3.07,North,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,Unknown,Missing,DRY,INTERSECTION,Y-INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c36,MCP2907002X,230074240,Montgomery County Police,Property Damage Crash,2023-12-30T03:06:00.000,No,1,1,No,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK NO LIGHTS,NO CONTROLS,ALCOHOL CONTRIBUTED,County,0.13,South,South,100.0,FEET,LEVEL,SUNDALE DR,County,Missing,DRY,NON INTERSECTION,Missing,CURVE LEFT,NO DEFECTS
662d5de3ef9195c349999c37,MCP33370026,230074234,Montgomery County Police,Property Damage Crash,2023-12-30T01:20:00.000,No,0,3,No,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,County,6.63,West,East,0.0,FEET,LEVEL,RANDOLPH RD,Maryland (State),Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c38,MCP200800B0,230074231,Montgomery County Police,Property Damage Crash,2023-12-29T23:18:00.000,No,2,2,No,DRIVER,SINGLE VEHICLE,CLEAR,DARK LIGHTS ON,Missing,ALCOHOL CONTRIBUTED,Maryland (State),14.77,North,North,180.0,FEET,LEVEL,FREDERICK RD,Municipality,GAITHERSBURG,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c39,MCP33220029,230074222,Montgomery County Police,Property Damage Crash,2023-12-29T22:03:00.000,No,1,1,No,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK NO LIGHTS,NO CONTROLS,ALCOHOL PRESENT,County,0.21,South,North,200.0,FEET,LEVEL,PARKLAND DR,County,Missing,DRY,Missing,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c3a,MCP25070024,230074218,Montgomery County Police,Injury Crash,2023-12-29T21:23:00.000,No,1,1,No,DRIVER,OTHER,Missing,DARK LIGHTS ON,Missing,Missing,County,1.97,West,South,0.0,FEET,LEVEL,TRAVILAH RD,County,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c3b,MCP33220028,230074214,Montgomery County Police,Property Damage Crash,2023-12-29T20:27:00.000,Yes,1,2,No,DRIVER,SAME DIRECTION RIGHT TURN,CLEAR,DARK LIGHTS ON,NO CONTROLS,Missing,Maryland (State),4.16,South,West,0.0,FEET,LEVEL,VEIRS MILL RD,County,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c3c,MCP2898004D,230074210,Montgomery County Police,Injury Crash,2023-12-29T19:59:00.000,No,2,2,No,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,Missing,Maryland (State),7.08,North,North,0.0,FEET,HILL UPHILL,GERMANTOWN RD,Maryland (State),Missing,DRY,Missing,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c3d,EJ7876006Q,230074206,Gaithersburg Police Depar,Injury Crash,2023-12-29T19:45:00.000,No,1,1,No,DRIVER,HEAD ON,CLEAR,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,Maryland (State),11.585,West,East,50.0,FEET,LEVEL,W DIAMOND AVE,Ramp,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c3e,MCP2535002R,230074196,Montgomery County Police,Property Damage Crash,2023-12-29T18:15:00.000,No,0,2,No,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DUSK,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),11.26,West,East,0.0,FEET,LEVEL,RIVER RD,County,Missing,WET,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c3f,MCP3145004M,230074199,Montgomery County Police,Injury Crash,2023-12-29T18:00:00.000,No,1,2,No,DRIVER,HEAD ON LEFT TURN,CLEAR,DARK LIGHTS ON,Missing,NONE DETECTED,County,0.129,East,East,0.0,FEET,LEVEL,POWDER MILL RD,Unknown,Missing,DRY,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c40,MCP295400DT,230074200,Montgomery County Police,Property Damage Crash,2023-12-29T17:59:00.000,No,1,2,No,DRIVER,STRAIGHT MOVEMENT ANGLE,RAINING,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,County,0.129,East,East,0.0,FEET,LEVEL,POWDER MILL RD,Unknown,Missing,WET,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c41,MCP3145004L,230074187,Montgomery County Police,Property Damage Crash,2023-12-29T17:00:00.000,No,2,3,No,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),3.73,North,East,0.0,FEET,LEVEL,UNIVERSITY BLVD W,County,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c42,MCP2583003S,230074198,Montgomery County Police,Injury Crash,2023-12-29T16:40:00.000,No,1,2,No,DRIVER,SINGLE VEHICLE,CLOUDY,DAYLIGHT,Missing,UNKNOWN,County,1.11,North,South,0.3,MILE,LEVEL,ELMER SCHOOL RD,County,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c43,MCP3123006Q,230074174,Montgomery County Police,Injury Crash,2023-12-29T16:31:00.000,No,1,2,No,NONMOTORIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,Missing,County,0.0,East,East,0.0,FEET,LEVEL,MEDICAL CENTER DR,County,Missing,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c44,MCP23390096,230074180,Montgomery County Police,Property Damage Crash,2023-12-29T16:25:00.000,Yes,0,0,Yes,DRIVER,OTHER,CLEAR,DAYLIGHT,NO CONTROLS,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
662d5de3ef9195c349999c45,EJ78520094,230074177,Gaithersburg Police Depar,Property Damage Crash,2023-12-29T16:11:00.000,No,1,2,No,UNKNOWN,OTHER,Missing,DAYLIGHT,NO CONTROLS,NONE DETECTED,Maryland (State),2.91,North,North,0.0,FEET,Missing,QUINCE ORCHARD RD,Municipality,GAITHERSBURG,DRY,INTERSECTION,OTHER,Missing,NO DEFECTS
662d5de3ef9195c349999c46,MCP3256002S,230074164,Montgomery County Police,Property Damage Crash,2023-12-29T14:53:00.000,No,1,2,No,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,County,0.51,East,East,25.0,FEET,LEVEL,BROADBIRCH DR,County,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c47,MCP23390095,230074166,Montgomery County Police,Property Damage Crash,2023-12-29T14:19:00.000,Yes,2,2,No,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",Municipality,3.35,East,East,0.0,FEET,LEVEL,E GUDE DR,Municipality,ROCKVILLE,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c48,MCP28440079,230074136,Montgomery County Police,Property Damage Crash,2023-12-29T12:05:00.000,No,1,1,No,DRIVER,SINGLE VEHICLE,CLEAR,DAYLIGHT,NO CONTROLS,Missing,County,0.11,East,West,100.0,FEET,LEVEL,LONGMEAD CROSSING DR,County,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c49,EJ7887003Q,230074270,Gaithersburg Police Depar,Injury Crash,2023-12-29T12:00:00.000,No,1,1,No,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),2.103,South,North,0.0,FEET,LEVEL,GREAT SENECA HWY,Municipality,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c4a,MCP27710036,230074140,Montgomery County Police,Injury Crash,2023-12-29T10:03:00.000,No,0,0,Yes,DRIVER,OTHER,CLOUDY,DAYLIGHT,NO CONTROLS,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing
662d5de3ef9195c349999c4b,MCP3362002H,230073958,Montgomery County Police,Property Damage Crash,2023-12-29T09:10:00.000,Yes,1,2,No,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DAYLIGHT,NO CONTROLS,NONE DETECTED,County,0.7,North,South,500.0,FEET,LEVEL,CRESTHAVEN DR,County,Missing,DRY,NON INTERSECTION,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c4c,EJ7887003P,230074110,Gaithersburg Police Depar,Injury Crash,2023-12-29T08:40:00.000,No,2,3,No,DRIVER,SAME DIR REAR END,CLEAR,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,Maryland (State),16.28,South,North,0.0,FEET,LEVEL,FREDERICK RD,Municipality,GAITHERSBURG,DRY,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c4d,MCP29650082,230074101,Montgomery County Police,Property Damage Crash,2023-12-29T05:42:00.000,Yes,1,2,No,DRIVER,SAME DIRECTION SIDESWIPE,CLEAR,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,County,0.0,West,West,50.0,FEET,LEVEL,BROOM DR,County,Missing,DRY,Missing,Missing,STRAIGHT,NO DEFECTS
662d5de3ef9195c349999c4e,DD5662000P,230074099,Rockville Police Departme,Property Damage Crash,2023-12-29T04:50:00.000,No,1,2,No,DRIVER,STRAIGHT MOVEMENT ANGLE,CLEAR,DAWN,Missing,Missing,Maryland (State),9.17,North,North,10.0,FEET,LEVEL,ROCKVILLE PIKE,Maryland (State),Missing,DRY,INTERSECTION RELATED,FOUR-WAY INTERSECTION,CURVE LEFT,NO DEFECTS
662d5de3ef9195c349999c4f,MCP291400FD,230074078,Montgomery County Police,Injury Crash,2023-12-28T22:01:00.000,No,1,3,No,DRIVER,SAME DIR REAR END,CLEAR,DARK LIGHTS ON,TRAFFIC SIGNAL,Missing,Maryland (State),3.46,North,North,0.0,FEET,LEVEL,NEW HAMPSHIRE AVE,County,Missing,Missing,INTERSECTION,FOUR-WAY INTERSECTION,CURVE RIGHT,NO DEFECTS
